2025-05-11,0.16135,"{'neg': 0.044, 'neu': 0.867, 'pos': 0.089, 'compound': 0.9963}",6,1
2025-05-11,0.16135,"{'neg': 0.044, 'neu': 0.867, 'pos': 0.089, 'compound': 0.9963}",6,1
2025-05-12,0.1114,"{'neg': 0.053, 'neu': 0.844, 'pos': 0.104, 'compound': 0.9974}",12,3
2025-05-14,0.10101,"{'neg': 0.068, 'neu': 0.828, 'pos': 0.104, 'compound': 0.9938}",13,4
2025-05-15,0.08733,"{'neg': 0.057, 'neu': 0.862, 'pos': 0.081, 'compound': 0.9661}",4,3
